time,dataset,apnea_type,excerpt,file,test_acc,n_train,n_test,epochs
07/09/2021 00:48 AM,dreams,osa,1,results/results.csv,0.80078125,774,194,30
07/09/2021 00:50 AM,dreams,osa,2,results/results.csv,0.8758223652839661,589,147,15
07/09/2021 00:51 AM,dreams,osa,3,results/results.csv,0.9569444470107555,693,173,15
07/09/2021 00:54 AM,dreams,osa,11,results/results.csv,0.9140625,774,194,15
07/09/2021 01:13 AM,patchAllisterW,osa,11,results/results.csv,0.02281746,332,142,30
07/09/2021 10:49 AM,patchAllisterW,osa,11,results/results.csv,0.0052083335,332,142,30
07/09/2021 10:51 AM,patchAllisterW,osa,11,results/results.csv,0.028769841,332,142,30
07/09/2021 11:00 AM,patchAllisterW,osa,11,results/results.csv,0.013888889,332,142,30
07/09/2021 13:37 PM,dreams,osa,1,results/results.csv,0.036088713,510,128,15
07/09/2021 13:42 PM,dreams,osa,1,results/results.csv,0.035987902,510,128,15
07/09/2021 13:44 PM,dreams,osa,2,results/results.csv,0.016927084,568,142,15
07/09/2021 13:46 PM,dreams,osa,3,results/results.csv,0.029779414,778,194,15
07/09/2021 13:49 PM,dreams,osa,4,results/results.csv,0.024987506,1210,302,15
07/09/2021 13:55 PM,patchAllisterW,osa,123,results/results.csv,tensor(0.0417),98,24,15
07/09/2021 13:56 PM,patchAllisterW,osa,4,results/results.csv,tensor(0.4545),43,11,15
07/09/2021 13:56 PM,patchAllisterW,osa,5,results/results.csv,tensor(0.),30,8,15
07/09/2021 13:57 PM,patchAllisterW,osa,6,results/results.csv,tensor(0.1304),186,46,15
07/09/2021 13:58 PM,patchAllisterW,osa,8,results/results.csv,tensor(0.1250),30,8,15
07/09/2021 13:59 PM,patchAllisterW,osa,9,results/results.csv,tensor(0.1000),42,10,15
